"","id10","N","dec10","grp10"
"470","N840",2,"Polipo del cuerpo del utero",""
"471","N842",1,"Polipo de la vagina",""
"472","N850",2,"Hiperplasia de glandula del endometrio",""
"473","N851",1,"Hiperplasia adenomatosa del endometrio",""
"474","N859",1,"Trastorno no inflamatorio del utero, no especificado",""
"475","N871",6,"Displasia cervical moderada",""
"476","N872",2,"Displasia cervical severa, no clasificada en otra parte",""
"477","N921",3,"Menstruacion excesiva y frecuente con ciclo irregular",""
"478","N925",1,"Otras menstruaciones irregulares especificadas",""
"479","N930",2,"Hemorragia postcoito y postcontacto",""
"480","N938",1,"Otras hemorragias uterinas o vaginales anormales especificadas",""
"481","N939",1,"Hemorragia vaginal y uterina anormal, no especificada",""
"482","N950",1,"Hemorragia postmenopausica",""
"483","N959",1,"Trastorno menopausico y perimenopausico, no especificado",""
"484","N971",1,"Infertilidad femenina de origen tubarico",""
"485","N979",1,"Infertilidad femenina, no especificada",""
"486","O009",4,"Embarazo ectopico, no especificado",""
"487","O021",22,"Aborto retenido",""
"488","O031",1,"Aborto espontaneo: incompleto, complicado por hemorragia excesiva o tardia",""
"489","O034",3,"Aborto espontaneo: incompleto, sin complicacion",""
"490","O039",17,"Aborto espontaneo: completo o no especificado, sin complicacion",""
"491","O061",1,"Aborto no especificado: incompleto, complicado por hemorragia excesiva o tardia",""
"492","O064",3,"Aborto no especificado: incompleto, sin complicacion",""
"493","O068",1,"Aborto no especificado: completo o no especificado, con otras complicaciones especificadas y las no especificadas",""
"494","O069",5,"Aborto no especificado: completo o no especificado, sin complicacion",""
"495","O100",6,"Hipertension esencial preexistente que complica el embarazo, el parto y el puerperio",""
"496","O120",1,"Edema gestacional",""
"497","O121",1,"Proteinuria gestacional",""
"498","O140",1,"Preeclampsia moderada",""
"499","O149",1,"Preeclampsia, no especificada",""
"500","O200",3,"Amenaza de aborto",""
"501","O230",5,"Infeccion del riñon en el embarazo",""
"502","O239",4,"Otras infeccion y las no especificadas de las vias genitourinarias en el embarazo",""
"503","O244",1,"Diabetes mellitus que se origina en el embarazo",""
"504","O249",4,"Diabetes mellitus no especificada, en el embarazo",""
"505","O268",5,"Otras complicaciones especificadas relacionadas con el embarazo",""
"506","O269",1,"Complicacion relacionada con el embarazo, no especificada",""
"507","O300",1,"Embarazo doble",""
"508","O320",1,"Atencion materna por posicion fetal inestable",""
"509","O329",1,"Atencion materna por presentacion anormal no especificada del feto",""
"510","O334",3,"Atencion materna por desproporcion fetopelviana de origen mixto, materno y fetal",""
"511","O342",8,"Atencion materna por cicatriz uterina debida a cirugia previa",""
"512","O343",1,"Atencion materna por incompetencia del cuello uterino",""
"513","O363",1,"Atencion materna por signos de hipoxia fetal",""
"514","O365",1,"Atencion materna por deficit del crecimiento fetal",""
"515","O410",1,"Oligohidramnios",""
"516","O429",1,"Ruptura prematura de las membranas, sin otra especificacion",""
"517","O441",1,"Placenta previa con hemorragia",""
"518","O470",16,"Falso trabajo de parto antes de la 37 semanas completas de gestacion",""
"519","O471",2,"Falso trabajo de parto antes de la 37 y mas semanas completas de gestacion",""
"520","O479",7,"Falso trabajo de parto sin otra especificacion",""
"521","O623",1,"Trabajo de parto precipitado",""
"522","O639",1,"Trabajo de parto prolongado, no especificado",""
"523","O655",17,"Trabajo de parto obstruido debido a anomalias de los organos pelvianos maternos",""
"524","O668",1,"Otras obstrucciones especificadas del trabajo de parto",""
"525","O681",1,"Trabajo de parto y parto complicados por la presencia de meconio en el liquido amniotico",""
"526","O721",1,"Otras hemorragias postparto inmediatas",""
"527","O722",2,"Hemorragia postparto secundaria o tardia",""
"528","O800",8,"Parto unico espontaneo, presentacion cefalica de vertice",""
"529","O809",116,"Parto unico espontaneo, sin otra especificacion",""
"530","O813",1,"Parto con forceps de otros tipos y los no especificados",""
"531","O820",29,"Parto por cesarea electiva",""
"532","O821",4,"Parto por cesarea de emergencia",""
"533","O828",1,"Otros partos unicos por cesarea",""
"534","O829",90,"Parto por cesarea, sin otra especificacion",""
"535","O833",1,"Parto de feto viable en embarazo abdominal",""
"536","O838",31,"Otros partos unicos asistidos especificados",""
"537","O839",1,"Parto unico asistido, sin otra especificacion",""
"538","O842",3,"Parto multiple, todos por cesarea",""
"539","O860",1,"Infeccion de herida quirurgica obstetrica",""
"540","O912",1,"Mastitis no purulenta asociada con el parto",""
"541","O992",1,"Enfermedades endocrinas, de la nutricion y del metabolismo que complican el embarazo, el parto y el puerperio",""
"542","O993",3,"Trastornos mentales y enfermedades del sistema nervioso que complican el embarazo, el parto y el puerperio",""
"543","O996",2,"Enfermedades del sistema digestivo que complican el embarazo, el parto y el puerperio",""
"544","O998",1,"Otras enfermedades especificadas y afecciones que complican el embarazo, el parto y el puerperio",""
"545","P009",1,"Feto y recien nacido afectados por afeccion materna no especificada",""
"546","P050",1,"Bajo peso para la edad gestacional",""
"547","P051",2,"Pequeño para edad gestacional",""
"548","P071",6,"Otro peso bajo al nacer",""
"549","P073",9,"Otros recien nacidos pretermino",""
"550","P081",1,"Otros recien nacidos con sobrepeso para la edad gestacional",""
"551","P209",1,"Hipoxia intrauterina, no especificada",""
"552","P219",1,"Asfixia del nacimiento, no especificada",""
"553","P220",8,"Sindrome de dificultad respiratoria del recien nacido",""
"554","P249",1,"Sindrome de aspiracion neonatal, sin otra especificacion",""
"555","P278",1,"Otras enfermedades respiratorias cronicas originadas en el periodo perinatal",""
"556","P283",1,"Apnea primaria del sueño del recien nacido",""
"557","P284",2,"Otras apneas del recien nacido",""
"558","P285",2,"Insuficiencia respiratoria del recien nacido",""
"559","P293",1,"Persistencia de la circulacion fetal",""
"560","P399",1,"Infeccion propia del periodo perinatal, no especificada",""
"561","P598",2,"Ictericia neonatal por otras causas especificadas",""
"562","P599",33,"Ictericia neonatal, no especificada",""
"563","P704",1,"Otras hipoglicemias neonatales",""
"564","P711",1,"Otra hipocalcemia neonatal",""
"565","P819",2,"Alteracion no especificada de la regulacion de la temperatura en el recien nacido",""
"566","P964",1,"Terminacion del embarazo, que afecta al feto y al recien nacido",""
"567","Q039",1,"Hidrocefalo congenito, no especificado",""
"568","Q180",1,"Seno, fistula o quiste de la hendidura branquial",""
"569","Q210",2,"Defecto del tabique ventricular",""
"570","Q213",1,"Tetralogia de fallot",""
"571","Q249",2,"Malformacion congenita del corazon, no especificada",""
"572","Q250",2,"Conducto arterioso permeable",""
"573","Q283",1,"Otras malformaciones de los vasos cerebrales",""
"574","Q412",1,"Ausencia, atresia y estenosis congenita del ileon",""
"575","Q539",1,"Testiculo no descendido, sin otra especificacion",""
"576","Q552",2,"Otras malformaciones congenitas de los testiculos y del escroto",""
"577","Q651",1,"Luxacion congenita de la cadera, bilateral",""
"578","Q656",2,"Cadera inestable",""
"579","Q658",1,"Otras deformidades congenitas de la cadera",""
"580","Q659",1,"Deformidad congenita de la cadera, no especificada",""
"581","Q713",1,"Ausencia congenita de la mano y el (los) dedo(s)",""
"582","Q743",1,"Artrogriposis multiple congenita",""
"583","Q851",1,"Esclerosis tuberosa",""
"584","R000",1,"Taquicardia, no especificada",""
"585","R001",1,"Bradicardia, no especificada",""
"586","R040",1,"Epistaxis",""
"587","R072",2,"Dolor precordial",""
"588","R073",1,"Otros dolores en el pecho",""
"589","R074",2,"Dolor en el pecho, no especificado",""
"590","R100",2,"Abdomen agudo",""
"591","R101",1,"Dolor abdominal localizado en parte superior",""
"592","R104",4,"Otros dolores abdominales y los no especificados",""
"593","R232",1,"Rubor",""
"594","R262",10,"Dificultad para caminar, no clasificada en otra parte",""
"595","R400",1,"Somnolencia",""
"596","R458",12,"Otros sintomas y signos que involucran el estado emocional",""
"597","R509",11,"Fiebre, no especificada",""
"598","R520",1,"Dolor agudo",""
"599","R529",1,"Dolor, no especificado",""
"600","R560",2,"Convulsiones febriles",""
"601","R568",1,"Otras convulsiones y las no especificadas",""
"602","R571",1,"Choque hipovolemico",""
"603","R590",1,"Adenomegalia localizada",""
"604","R609",2,"Edema, no especificado",""
"605","R630",1,"Anorexia",""
"606","R688",6,"Otros sintomas y signos generales especificados",""
"607","S009",1,"Traumatismo superficial de la cabeza, parte no especificada",""
"608","S015",2,"Herida del labio y de la cavidad bucal",""
"609","S018",1,"Herida de otras partes de la cabeza",""
"610","S020",2,"Fractura de la boveda del craneo",""
"611","S022",4,"Fractura de los huesos de la nariz",""
"612","S026",1,"Fractura del maxilar inferior",""
"613","S029",1,"Fractura del craneo y de los huesos de la cara, parte no especificada",""
"614","S066",1,"Hemorragia subaracnoidea traumatica",""
"615","S069",3,"Traumatismo intracraneal, no especificado",""
"616","S099",1,"Traumatismo de la cabeza, no especificado",""
"617","S134",1,"Esguinces y torceduras de la columna cervical",""
"618","S143",1,"Traumatismo de plexo braquial",""
"619","S202",1,"Contusion del torax",""
"620","S223",1,"Fractura de costilla",""
"621","S270",1,"Neumotorax traumatico",""
"622","S271",3,"Hemotorax traumatico",""
"623","S301",2,"Contusion de la pared abdominal",""
"624","S318",3,"Heridas de otras partes y de las no especificadas del abdomen",""
"625","S320",1,"Fractura de vertebra lumbar",""
"626","S328",1,"Fractura de otras partes y de las no especificadas de la columna lumbar y de la pelvis",""
"627","S341",1,"Otro traumatismo de la medula espinal lumbar",""
"628","S420",1,"Fractura de la clavicula",""
"629","S422",1,"Fractura de la epifisis superior del humero",""
"630","S423",7,"Fractura de la diafisis del humero",""
"631","S424",1,"Fractura de la epifisis inferior del humero",""
"632","S429",1,"Fractura del hombro y del brazo, parte no especificada",""
"633","S430",3,"Luxacion de la articulacion del hombro",""
"634","S431",3,"Luxacion de la articulacion acromioclavicular",""
"635","S460",1,"Traumatismo de tendon del manguito rotatorio del hombro",""
"636","S519",2,"Heridas del antebrazo, parte no especificada",""
"637","S520",4,"Fractura de la epifisis superior del cubito",""
"638","S522",1,"Fractura de la diafisis del cubito",""
"639","S523",2,"Fractura de la diafisis del radio",""
"640","S524",1,"Fractura de la diafisis del cubito y del radio",""
"641","S525",2,"Fractura de la epifisis inferior del radio",""
"642","S526",1,"Fractura de la epifisis inferior del cubito y del radio",""
"643","S527",1,"Fracturas multiples del antebrazo",""
"644","S528",1,"Fractura de otras partes del antebrazo",""
"645","S568",1,"Traumatismo de otros tendones y musculos y de los no especificados, a nivel del antebrazo",""
"646","S610",3,"Herida de dedo(s) de la mano, sin daño de la(s) uña(s)",""
"647","S618",1,"Heridas de otras partes de la muñeca y de la mano",""
"648","S620",1,"Fractura del hueso escafoides [navicular] de la mano",""
"649","S623",2,"Fractura de otros huesos metacarpianos",""
"650","S626",4,"Fractura de otro dedo de la mano",""
"651","S627",1,"Fracturas multiples de los dedos de la mano",""
"652","S628",2,"Fractura de otras partes y de las no especificadas de la muñeca y de la mano",""
"653","S680",1,"Amputacion traumatica del pulgar (completa) (parcial)",""
"654","S681",1,"Amputacion traumatica de otro dedo unico (completa) (parcial)",""
"655","S711",2,"Herida del muslo",""
"656","S720",5,"Fractura del cuello del femur",""
"657","S722",1,"Fractura subtrocanteriana",""
"658","S723",2,"Fractura de la diafisis del femur",""
"659","S729",4,"Fractura del femur, parte no especificada",""
"660","S730",2,"Luxacion de cadera",""
"661","S810",1,"Herida de la rodilla",""
"662","S820",2,"Fractura de la rotula",""
"663","S821",1,"Fractura de la epifisis superior de la tibia",""
"664","S822",7,"Fractura de la diafisis de la tibia",""
"665","S824",1,"Fractura del perone solamente",""
"666","S826",1,"Fractura del maleolo externo",""
"667","S828",11,"Fractura de otras partes de la pierna",""
"668","S829",3,"Fractura de la pierna, parte no especificada",""
"669","S834",1,"Esguinces y torceduras que comprometen los ligamentos laterales (externo) (interno) de la rodilla",""
"670","S860",3,"Traumatismo del tendon de aquiles",""
"671","S912",1,"Herida de dedo(s) del pie con daño de la(s) uña(s)",""
"672","S920",2,"Fractura del calcaneo",""
"673","S923",1,"Fractura de hueso del metatarso",""
"674","S929",1,"Fractura del pie, no especificada",""
"675","S930",4,"Luxacion de la articulacion del tobillo",""
"676","T009",2,"Traumatismos superficiales multiples, no especificados",""
"677","T060",1,"Traumatismos del encefalo y de los nervios craneales con traumatismo de nervios y medula espinal a nivel del cuello",""
"678","T093",2,"Traumatismo de la medula espinal, nivel no especificado",""
"679","T130",1,"Traumatismo superficial de miembro inferior, nivel no especificado",""
"680","T139",1,"Traumatismo no especificado de miembro inferior, nivel no especificado",""
"681","T172",1,"Cuerpo extraño en la faringe",""
"682","T220",1,"Quemadura del hombro y miembro superior, grado no especificado, excepto de la muñeca y de la mano",""
"683","T240",2,"Quemadura de la cadera y del miembro inferior, grado no especificado, excepto tobillo y pie",""
"684","T244",1,"Corrosion de la cadera y del miembro inferior, grado no especificado, excepto tobillo y pie",""
"685","T250",1,"Quemadura del tobillo y del pie, grado no especificado",""
"686","T252",1,"Quemadura del tobillo y del pie, de segundo grado",""
"687","T290",1,"Quemaduras de multiples regiones, grado no especificado",""
"688","T300",1,"Quemadura de region del cuerpo y grado no especificados",""
"689","T310",2,"Quemaduras que afectan menos del 10% de la superficie del cuerpo",""
"690","T311",1,"Quemaduras que afectan del 10% al 19% de la superficie del cuerpo",""
"691","T406",2,"Envenenamiento por narcoticos y psicodislepticos [alucinogenos]: otros narcoticos y los no especificados",""
"692","T509",1,"Envenenamiento por diureticos y otras drogas, medicamentos y sustancias biologicas no especificadas: otras drogas y sustancias biologicas, y las no especificadas",""
"693","T609",1,"Efecto toxico de plaguicidas [pesticidas]: plaguicida no especificado",""
"694","T633",1,"Efecto toxico del contacto con animales venenosos: veneno de arañas",""
"695","T634",1,"Efecto toxico del contacto con animales venenosos: veneno de otros artropodos",""
"696","T659",3,"Efecto toxico de otras sustancias y las no especificadas: efecto toxico de sustancia no especificada",""
"697","T814",3,"Infeccion consecutiva a procedimiento, no clasificada en otra parte",""
"698","T817",2,"Complicaciones vasculares consecutivas a procedimientos, no clasificadas en otra parte",""
"699","T819",3,"Complicaciones de procedimientos, no especificada",""
"700","T824",2,"Complicacion mecanica de cateter para dialisis vascular",""
"701","T825",1,"Complicacion mecanica de otros dispositivos e implantes cardiovasculares",""
"702","T833",1,"Complicacion mecanica de dispositivo anticonceptivo intrauterino",""
"703","T840",2,"Complicacion mecanica de protesis articular interna",""
"704","T843",1,"Complicacion mecanica de otros dispositivos oseos, implantes e injertos",""
"705","T849",1,"Complicaciones no especificadas de dispositivos protesicos, implantes e injertos ortopedicos internos",""
"706","T854",1,"Complicacion mecanica de protesis e implante de mama",""
"707","T859",1,"Complicacion no especificada de dispositivo protesico, implante e injerto interno",""
"708","T875",2,"Necrosis de muñon de amputacion",""
"709","T885",1,"Otras complicaciones de la anestesia",""
"710","T905",1,"Secuelas de traumatismo intracraneal",""
"711","T930",1,"Secuelas de herida de miembro inferior",""
"712","Z039",1,"Observacion por sospecha de enfermedad o afeccion no especificada",""
"713","Z080",1,"Examen de seguimiento consecutivo a cirugia por tumor maligno",""
"714","Z090",1,"Examen de seguimiento consecutivo a cirugia por otras afecciones",""
"715","Z125",1,"Examen de pesquisa especial para tumor de la prostata",""
"716","Z138",1,"Examen de pesquisa especial para otras enfermedades y trastornos especificados",""
"717","Z302",7,"Esterilizacion",""
"718","Z352",3,"Supervision de embarazo con otro riesgo en la historia obstetrica o reproductiva",""
"719","Z353",1,"Supervision de embarazo con historia de insuficiente atencion prenatal",""
"720","Z359",2,"Supervision de embarazo de alto riesgo, sin otra especificacion",""
"721","Z380",1,"Producto unico, nacido en hospital",""
"722","Z390",2,"Atencion y examen inmediatamente despues del parto",""
"723","Z391",3,"Atencion y examen de madre en periodo de lactancia",""
"724","Z392",16,"Seguimiento postparto, de rutina",""
"725","Z411",3,"Otras cirugias plasticas por razones esteticas",""
"726","Z412",2,"Circuncision ritual o de rutina",""
"727","Z421",1,"Cuidados posteriores a la cirugia plastica de la mama",""
"728","Z435",1,"Atencion de cistostomia",""
"729","Z452",1,"Asistencia y ajuste de dispositivos de acceso vascular",""
"730","Z502",1,"Rehabilitacion del alcoholico",""
"731","Z508",1,"Atencion por otros procedimientos de rehabilitacion",""
"732","Z511",2,"Sesion de quimioterapia por tumor",""
"733","Z518",2,"Otras atenciones medicas especificadas",""
"734","Z519",1,"Atencion medica, no especificada",""
"735","Z530",1,"Procedimiento no realizado por contraindicacion",""
"736","Z538",1,"Procedimiento no realizado por otras razones",""
"737","Z539",1,"Procedimiento no realizado por razon no especificada",""
"738","Z540",19,"Convalecencia consecutiva a cirugia",""
"739","Z609",1,"Problema no especificado relacionado con el ambiente social",""
"740","Z915",3,"Historia personal de lesion autoinfligida intencionalmente",""
"741","Z918",10,"Historia personal de otros factores de riesgo, no clasificados en otra parte",""
"742","Z935",2,"Cistostomia",""
